gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
2980834108,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/64166994,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos frontalis,,SPECIES,"Bos gaurus C.H.Smith, 1827",Bos gaurus,,IN,,Kerala,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,10.078113,77.003985,31208,,,,,,2004-02-04T10:16:00,4,2,2004,2441026,2441025,HUMAN_OBSERVATION,iNaturalist,Observations,64166994,,jeanjacquesgodon,2020-11-04T10:45:59,CC_BY_NC_4_0,jeanjacquesgodon,jeanjacquesgodon,,,2020-11-22T18:27:37.272Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2980796224,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/64223775,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos frontalis,,SPECIES,"Bos gaurus C.H.Smith, 1827",Bos gaurus,,IN,,Karnataka,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,12.181735,76.007239,31104,,,,,,2019-05-06T04:16:00,6,5,2019,2441026,2441025,HUMAN_OBSERVATION,iNaturalist,Observations,64223775,,Rohith Srinivasan,2020-11-05T06:34:27,CC_BY_NC_4_0,Rohith Srinivasan,Rohith Srinivasan,,,2020-11-22T18:28:02.615Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2963828801,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/63485863,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos frontalis,,SPECIES,"Bos gaurus C.H.Smith, 1827",Bos gaurus,,IN,,Kerala,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,9.458163,77.066038,31236,,,,,,2020-01-25T16:12:00,25,1,2020,2441026,2441025,HUMAN_OBSERVATION,iNaturalist,Observations,63485863,,Leo_ Smutn_,2020-10-25T15:13:20,CC_BY_NC_4_0,Leo_ Smutn_,Leo_ Smutn_,,,2020-11-22T18:27:32.707Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2963745155,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/63749682,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos frontalis,,SPECIES,"Bos gaurus C.H.Smith, 1827",Bos gaurus,,IN,,Karnataka,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,11.969793,76.366038,66028,,,,,,2017-05-16T00:00:00,16,5,2017,2441026,2441025,HUMAN_OBSERVATION,iNaturalist,Observations,63749682,,Daniel V Raju,2020-10-29T07:01:40,CC_BY_NC_4_0,Daniel V Raju,Daniel V Raju,,,2020-11-22T18:27:58.075Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2898530240,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/62622770,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos frontalis,,SPECIES,"Bos gaurus C.H.Smith, 1827",Bos gaurus,,IN,,Madhya Pradesh,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,22.363377,80.652868,36092,,,,,,2003-04-17T06:54:00,17,4,2003,2441026,2441025,HUMAN_OBSERVATION,iNaturalist,Observations,62622770,,Yuwaraj Gurjar,2020-10-15T08:03:13,CC_BY_NC_4_0,Yuwaraj Gurjar,Yuwaraj Gurjar,,,2020-11-22T18:38:38.281Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2898492765,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/62219178,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos frontalis,,SPECIES,"Bos gaurus C.H.Smith, 1827",Bos gaurus,,IN,,Kerala,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,11.151092,76.593558,31158,,,,,,2014-12-15T15:40:00,15,12,2014,2441026,2441025,HUMAN_OBSERVATION,iNaturalist,Observations,62219178,,Balakrishnan Peroth,2020-10-10T18:30:18,CC_BY_NC_4_0,Balakrishnan Peroth,Balakrishnan Peroth,,,2020-11-22T18:38:14.681Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2898469083,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/62477744,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos frontalis,,SPECIES,"Bos gaurus C.H.Smith, 1827",Bos gaurus,,IN,,Chhattisgarh,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,22.449558,81.634167,30278,,,,,,2018-03-26T17:34:00,26,3,2018,2441026,2441025,HUMAN_OBSERVATION,iNaturalist,Observations,62477744,,satyaprakashpandey,2020-10-13T12:47:11,CC_BY_NC_4_0,satyaprakashpandey,satyaprakashpandey,,,2020-11-22T18:38:02.173Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2898285791,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/62255962,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos frontalis,,SPECIES,"Bos gaurus C.H.Smith, 1827",Bos gaurus,,IN,,Kerala,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,10.177345,77.302841,31208,,,,,,2016-12-22T00:17:00,22,12,2016,2441026,2441025,HUMAN_OBSERVATION,iNaturalist,Observations,62255962,,Rich Kostecke,2020-10-11T00:46:15,CC_BY_NC_4_0,Rich Kostecke,Rich Kostecke,,,2020-11-22T18:27:03.046Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2898249786,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/62231094,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos frontalis,,SPECIES,"Bos gaurus C.H.Smith, 1827",Bos gaurus,,IN,,Kerala,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,10.332362,77.085539,31199,,,,,,2016-12-23T17:00:00,23,12,2016,2441026,2441025,HUMAN_OBSERVATION,iNaturalist,Observations,62231094,,Rich Kostecke,2020-10-10T20:28:40,CC_BY_NC_4_0,Rich Kostecke,Rich Kostecke,,,2020-11-22T18:27:05.868Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2883138148,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/61758020,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos frontalis,,SPECIES,"Bos gaurus C.H.Smith, 1827",Bos gaurus,,IN,,Madhya Pradesh,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,22.160987,80.67032,30318,,,,,,2013-10-26T17:25:10,26,10,2013,2441026,2441025,HUMAN_OBSERVATION,iNaturalist,Observations,61758020,,Jean-Paul Boerekamps,2020-10-05T06:14:58,CC_BY_NC_4_0,Jean-Paul Boerekamps,Jean-Paul Boerekamps,,,2020-11-22T18:26:59.579Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2883024765,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/62016331,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos frontalis,,SPECIES,"Bos gaurus C.H.Smith, 1827",Bos gaurus,,IN,,Karnataka,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,11.979901,76.367045,31115,,,,,,2015-03-13T14:00:00,13,3,2015,2441026,2441025,HUMAN_OBSERVATION,iNaturalist,Observations,62016331,,Roelof van der Breggen,2020-10-08T09:29:33,CC_BY_NC_4_0,Roelof van der Breggen,Roelof van der Breggen,,,2020-11-22T18:39:19.630Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2882960187,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/61671119,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos frontalis,,SPECIES,"Bos gaurus C.H.Smith, 1827",Bos gaurus,,IN,,Kerala,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,9.469813,77.11918,31236,,,,,,2020-01-25T07:55:00,25,1,2020,2441026,2441025,HUMAN_OBSERVATION,iNaturalist,Observations,61671119,,Leo_ Smutn_,2020-10-04T14:40:01,CC_BY_NC_4_0,Leo_ Smutn_,Leo_ Smutn_,,,2020-11-22T18:38:04.457Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2882927835,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/62016342,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos frontalis,,SPECIES,"Bos gaurus C.H.Smith, 1827",Bos gaurus,,IN,,Kerala,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,11.879595,76.110084,31115,,,,,,2015-03-13T14:00:00,13,3,2015,2441026,2441025,HUMAN_OBSERVATION,iNaturalist,Observations,62016342,,Roelof van der Breggen,2020-10-08T09:29:37,CC_BY_NC_4_0,Roelof van der Breggen,Roelof van der Breggen,,,2020-11-22T18:27:12.223Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2864571765,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/59289652,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos frontalis,,SPECIES,"Bos gaurus C.H.Smith, 1827",Bos gaurus,,IN,,Chhattisgarh,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,22.41724,81.755189,30278,,,,,,2017-08-14T16:59:00,14,8,2017,2441026,2441025,HUMAN_OBSERVATION,iNaturalist,Observations,59289652,,satyaprakashpandey,2020-09-12T04:30:36,CC_BY_NC_4_0,satyaprakashpandey,satyaprakashpandey,,,2020-11-22T18:37:55.936Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2862634443,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/59111200,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos frontalis,,SPECIES,"Bos gaurus C.H.Smith, 1827",Bos gaurus,,IN,,Madhya Pradesh,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,21.764417,79.279698,89516,,,,,,2010-05-16T06:51:00,16,5,2010,2441026,2441025,HUMAN_OBSERVATION,iNaturalist,Observations,59111200,,Yuwaraj Gurjar,2020-09-10T07:21:18,CC_BY_NC_4_0,Yuwaraj Gurjar,Yuwaraj Gurjar,,,2020-11-22T18:26:45.296Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2862629358,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/59110861,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos frontalis,,SPECIES,"Bos gaurus C.H.Smith, 1827",Bos gaurus,,IN,,Madhya Pradesh,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,21.747871,79.288365,89516,,,,,,2010-05-14T17:46:00,14,5,2010,2441026,2441025,HUMAN_OBSERVATION,iNaturalist,Observations,59110861,,Yuwaraj Gurjar,2020-09-10T07:07:29,CC_BY_NC_4_0,Yuwaraj Gurjar,Yuwaraj Gurjar,,,2020-11-22T18:37:30.765Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2862623338,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/59066414,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos frontalis,,SPECIES,"Bos gaurus C.H.Smith, 1827",Bos gaurus,,IN,,Tamil Nadu,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,10.207399,77.577335,31199,,,,,,2018-09-23T17:18:00,23,9,2018,2441026,2441025,HUMAN_OBSERVATION,iNaturalist,Observations,59066414,,kiranghadge,2020-09-09T19:05:33,CC_BY_NC_4_0,kiranghadge,kiranghadge,,,2020-11-22T18:38:46.962Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2862533128,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/58884816,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos frontalis,,SPECIES,"Bos gaurus C.H.Smith, 1827",Bos gaurus,,IN,,Madhya Pradesh,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,22.285711,80.751014,30298,,,,,,2020-01-25T00:13:00,25,1,2020,2441026,2441025,HUMAN_OBSERVATION,iNaturalist,Observations,58884816,,Carlos Sanchez,2020-09-07T21:12:04,CC_BY_NC_4_0,Carlos Sanchez,Carlos Sanchez,,,2020-11-22T18:37:33.829Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2862488672,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/58578982,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos frontalis,,SPECIES,"Bos gaurus C.H.Smith, 1827",Bos gaurus,,IN,,Maharashtra,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,20.338009,79.237504,30490,,,,,,2014-06-25T06:16:00,25,6,2014,2441026,2441025,HUMAN_OBSERVATION,iNaturalist,Observations,58578982,,Kedar,2020-09-05T06:44:26,CC_BY_NC_4_0,Kedar,Kedar,,,2020-11-22T18:37:40.167Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2862447469,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/55895376,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos frontalis,,SPECIES,"Bos gaurus C.H.Smith, 1827",Bos gaurus,,IN,,Maharashtra,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,20.271679,79.319935,30490,,,,,,2015-11-05T16:53:00,5,11,2015,2441026,2441025,HUMAN_OBSERVATION,iNaturalist,Observations,55895376,,tandala,2020-09-07T07:11:31,CC_BY_NC_4_0,Kedar,Kedar,,,2020-11-22T18:25:59.824Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2862373552,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/58492767,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos frontalis,,SPECIES,"Bos gaurus C.H.Smith, 1827",Bos gaurus,,IN,,Madhya Pradesh,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,22.251124,80.629622,36092,,,,,,2016-05-20T08:19:00,20,5,2016,2441026,2441025,HUMAN_OBSERVATION,iNaturalist,Observations,58492767,,Kedar,2020-09-04T10:24:42,CC_BY_NC_4_0,Kedar,Kedar,,,2020-11-22T18:26:35.340Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2862343568,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/58492763,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos frontalis,,SPECIES,"Bos gaurus C.H.Smith, 1827",Bos gaurus,,IN,,Madhya Pradesh,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,22.359388,80.615314,36092,,,,,,2016-05-20T06:15:00,20,5,2016,2441026,2441025,HUMAN_OBSERVATION,iNaturalist,Observations,58492763,,Kedar,2020-09-04T10:24:41,CC_BY_NC_4_0,Kedar,Kedar,,,2020-11-22T18:38:22.825Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2860216484,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/58442174,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos frontalis,,SPECIES,"Bos gaurus C.H.Smith, 1827",Bos gaurus,,IN,,Assam,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,26.142037,91.867839,29891,,,,,,2017-05-20T17:39:00,20,5,2017,2441026,2441025,HUMAN_OBSERVATION,iNaturalist,Observations,58442174,,"Prof. Prasanta Kumar Saikia, M. Sc. PhD.(GU) Post Doc.( UK , USA)",2020-09-03T19:26:40,CC_BY_NC_4_0,"Prof. Prasanta Kumar Saikia, M. Sc. PhD.(GU) Post Doc.( UK , USA)","Prof. Prasanta Kumar Saikia, M. Sc. PhD.(GU) Post Doc.( UK , USA)",,,2020-11-22T18:37:27.122Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2856561044,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/57427098,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos frontalis,,SPECIES,"Bos gaurus C.H.Smith, 1827",Bos gaurus,,IN,,Maharashtra,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,20.224817,79.289837,30490,,,,,,2018-12-25T15:52:00,25,12,2018,2441026,2441025,HUMAN_OBSERVATION,iNaturalist,Observations,57427098,,ekadh,2020-08-24T08:50:32,CC_BY_NC_4_0,ekadh,ekadh,,,2020-11-22T18:26:34.560Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2856553047,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/57423400,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos frontalis,,SPECIES,"Bos gaurus C.H.Smith, 1827",Bos gaurus,,IN,,Tamil Nadu,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,12.254068,77.467092,31092,,,,,,2017-09-08T16:55:54,8,9,2017,2441026,2441025,HUMAN_OBSERVATION,iNaturalist,Observations,57423400,,KANS,2020-08-24T06:53:03,CC_BY_NC_4_0,KANS,KANS,,,2020-11-22T18:38:04.097Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2851308417,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/56923099,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos frontalis,,SPECIES,"Bos gaurus C.H.Smith, 1827",Bos gaurus,,IN,,Madhya Pradesh,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,22.204622,80.772223,36092,,,,,,2017-05-17T07:50:00,17,5,2017,2441026,2441025,HUMAN_OBSERVATION,iNaturalist,Observations,56923099,,Anil Kumar Verma,,CC_BY_NC_4_0,Yuwaraj Gurjar,Yuwaraj Gurjar,,,2020-11-22T18:26:14.959Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2851305670,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/56397838,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos frontalis,,SPECIES,"Bos gaurus C.H.Smith, 1827",Bos gaurus,,IN,,Goa,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,15.250554,74.205852,30899,,,,,,2017-10-02T16:35:00,2,10,2017,2441026,2441025,HUMAN_OBSERVATION,iNaturalist,Observations,56397838,,C Hewitt,,CC_BY_NC_4_0,Uday Agashe,Uday Agashe,,,2020-11-22T18:37:49.211Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2851275237,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/56721600,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos frontalis,,SPECIES,"Bos gaurus C.H.Smith, 1827",Bos gaurus,,IN,,Karnataka,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,11.629941,76.440258,32280,,,,,,2013-07-02T06:55:00,2,7,2013,2441026,2441025,HUMAN_OBSERVATION,iNaturalist,Observations,56721600,,Raja bandi,2020-08-17T08:13:03,CC_BY_4_0,Raja bandi,Raja bandi,,,2020-11-22T18:26:04.896Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2851204467,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/55577754,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos frontalis,,SPECIES,"Bos gaurus C.H.Smith, 1827",Bos gaurus,,IN,,Madhya Pradesh,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,22.212257,80.603671,36092,,,,,,2012-04-05T11:27:00,5,4,2012,2441026,2441025,HUMAN_OBSERVATION,iNaturalist,Observations,55577754,,Jonathan Meyer,2020-08-06T08:09:39,CC_BY_NC_4_0,Jonathan Meyer,Jonathan Meyer,,,2020-11-22T18:26:26.675Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2851202420,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/56218699,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos frontalis,,SPECIES,"Bos gaurus C.H.Smith, 1827",Bos gaurus,,IN,,Maharashtra,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,21.68435,79.213931,30357,,,,,,2014-05-11T07:53:00,11,5,2014,2441026,2441025,HUMAN_OBSERVATION,iNaturalist,Observations,56218699,,Michal Sloviak,,CC_BY_NC_4_0,Kedar,Kedar,,,2020-11-22T18:26:26.747Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2851172843,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/56499066,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos frontalis,,SPECIES,"Bos gaurus C.H.Smith, 1827",Bos gaurus,,IN,,Madhya Pradesh,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,22.583365,78.52254,30278,,,,,,2019-05-10T17:12:00,10,5,2019,2441026,2441025,HUMAN_OBSERVATION,iNaturalist,Observations,56499066,,tandala,2020-08-15T10:57:18,CC_BY_NC_4_0,Uday Agashe,Uday Agashe,,,2020-11-22T18:37:53.563Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2851156436,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/55496212,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos frontalis,,SPECIES,"Bos gaurus C.H.Smith, 1827",Bos gaurus,,IN,,Madhya Pradesh,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,22.585956,78.584464,30278,,,,,,2016-03-26T06:58:00,26,3,2016,2441026,2441025,HUMAN_OBSERVATION,iNaturalist,Observations,55496212,,Zinogre,,CC_BY_NC_4_0,Yuwaraj Gurjar,Yuwaraj Gurjar,,,2020-11-22T18:37:59.383Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2851151988,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/55897785,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos frontalis,,SPECIES,"Bos gaurus C.H.Smith, 1827",Bos gaurus,,IN,,Maharashtra,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,20.266929,79.342004,30490,,,,,,2015-06-14T07:02:00,14,6,2015,2441026,2441025,HUMAN_OBSERVATION,iNaturalist,Observations,55897785,,Chudamani Kashyap,,CC_BY_NC_4_0,Kedar,Kedar,,,2020-11-22T18:37:18.841Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2851151660,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/55673594,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos frontalis,,SPECIES,"Bos gaurus C.H.Smith, 1827",Bos gaurus,,IN,,Madhya Pradesh,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,22.476648,78.554109,30278,,,,,,2019-05-12T08:20:00,12,5,2019,2441026,2441025,HUMAN_OBSERVATION,iNaturalist,Observations,55673594,,Michal Sloviak,,CC_BY_NC_4_0,Yuwaraj Gurjar,Yuwaraj Gurjar,,,2020-11-22T18:38:27.831Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2851144822,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/55821165,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos frontalis,,SPECIES,"Bos gaurus C.H.Smith, 1827",Bos gaurus,,IN,,Tamil Nadu,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,10.223951,77.400496,31199,,,,,,2017-12-28T07:49:00,28,12,2017,2441026,2441025,HUMAN_OBSERVATION,iNaturalist,Observations,55821165,,Viral joshi,2020-08-08T18:17:05,CC_BY_NC_4_0,Viral joshi,Viral joshi,,,2020-11-22T18:37:43.219Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2851138335,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/55504362,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos frontalis,,SPECIES,"Bos gaurus C.H.Smith, 1827",Bos gaurus,,IN,,Madhya Pradesh,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,22.411802,78.467032,30278,,,,,,2016-05-07T16:55:00,7,5,2016,2441026,2441025,HUMAN_OBSERVATION,iNaturalist,Observations,55504362,,Zinogre,,CC_BY_NC_4_0,Yuwaraj Gurjar,Yuwaraj Gurjar,,,2020-11-22T18:26:33.436Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
2851129294,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/56107878,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos frontalis,,SPECIES,"Bos gaurus C.H.Smith, 1827",Bos gaurus,,IN,,Tamil Nadu,PRESENT,,28eb1a3f-1c15-4a95-931a-4af90ecb574d,10.716693,77.032722,31179,,,,,,2020-03-12T15:55:43,12,3,2020,2441026,2441025,HUMAN_OBSERVATION,iNaturalist,Observations,56107878,,Suhel Quader,2020-08-11T08:30:08,CC_BY_4_0,Suhel Quader,Suhel Quader,,,2020-11-22T18:26:11.056Z,StillImage,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
